Numero,DataOcorrencia,DataFechoOperacional,Natureza,EstadoOcorrencia,Distrito,Concelho,Freguesia,Localidade,Latitude,Longitude,NumeroMeiosTerrestresEnvolvidos,NumeroOperacionaisTerrestresEnvolvidos,NumeroMeiosAereosEnvolvidos,NumeroOperacionaisAereosEnvolvidos
2017130090951,16/06/2017 20:00:00,,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Prevenção a actividades de lazer,Despacho de 1º Alerta,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória",CÂMARA MUNICIPAL DO PORTO,"41,14956395","-8,610822318",1,2,0,0
2017100032377,16/06/2017 19:27:00,16/06/2017 22:40:00,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Prevenção a actividades de lazer,Encerrada,LEIRIA,PORTO DE MÓS,Juncal,JUNCAL,"39,60951749","-8,900275626",1,2,0,0
2017100032372,16/06/2017 18:54:00,16/06/2017 19:53:00,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Abastecimento de Água a entidades privadas,Encerrada,LEIRIA,PORTO DE MÓS,Mira de Aire,MIRA DE AIRE,"39,54162598","-8,7100944",1,2,0,0
2017130090891,16/06/2017 18:08:00,16/06/2017 19:07:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória","CEDOFEITA, SANTO ILDEFONSO, SÉ, MIRAGAIA","41,15359026","-8,61593911",1,2,0,0
2017100032343,16/06/2017 16:30:00,16/06/2017 17:33:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,LEIRIA,PORTO DE MÓS,Porto de Mós - São João Baptista e São Pedro,PORTO DE MÓS,"39,59959807","-8,815357755",1,2,0,0
2017130090468,16/06/2017 04:24:00,16/06/2017 05:55:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,Lordelo do Ouro e Massarelos,LORDELO DO OURO,"41,15298465","-8,65254272",1,3,0,0
2017130090467,16/06/2017 04:18:00,16/06/2017 05:00:00,Protecção e Assistência a Pessoas e Bens / Intervenção em conflitos legais / Agressão/Violação,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória",vitoria,"41,15359","-8,615939",2,4,0,0
2017130090442,16/06/2017 01:45:00,16/06/2017 03:46:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória","CEDOFEITA, SANTO ILDEFONSO, SÉ, MIRAGAIA","41,15359026","-8,61593911",1,3,0,0
2017130091536,17/06/2017 19:29:00,,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Prevenção a actividades de lazer,Despacho de 1º Alerta,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória","CEDOFEITA, SANTO ILDEFONSO, SÉ, MIRAGAIA","41,15359026","-8,61593911",1,2,0,0
2017130091522,17/06/2017 19:08:00,17/06/2017 19:49:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,Ramalde,RAMALDE,"41,16829671","-8,651472333",1,2,0,0
2017100032582,17/06/2017 18:13:00,,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Abastecimento de Água a entidades privadas,Chegada ao TO,LEIRIA,PORTO DE MÓS,Pedreiras,PEDREIRAS,"39,59049406","-8,864765965",0,0,0,0
2017130091444,17/06/2017 16:30:00,17/06/2017 20:55:00,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Prevenção a actividades de lazer,Encerrada,PORTO,PORTO,Campanhã,CAMPANHÃ,"41,15863665","-8,575994389",1,2,0,0
2017100032555,17/06/2017 15:45:00,,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Prevenção a actividades de lazer,Despacho de 1º Alerta,LEIRIA,PORTO DE MÓS,Porto de Mós - São João Baptista e São Pedro,PORTO DE MÓS,"39,599598","-8,815358",1,2,0,0
2017130091330,17/06/2017 13:23:00,17/06/2017 20:55:00,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Prevenção a actividades de lazer,Encerrada,PORTO,PORTO,Campanhã,CAMPANHÃ,"41,15863665","-8,575994389",1,2,0,0
2017130091300,17/06/2017 11:58:00,17/06/2017 12:42:00,Protecção e Assistência a Pessoas e Bens / Intervenção em conflitos legais / Suicídio/Homicídio na forma tentada,Encerrada,PORTO,PORTO,Paranhos,PARANHOS,"41,17569","-8,607437",1,2,0,0
2017100032452,17/06/2017 08:00:00,,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Abastecimento de Água a entidades privadas,Despacho de 1º Alerta,LEIRIA,PORTO DE MÓS,Mira de Aire,MIRA DE AIRE,"39,54162598","-8,7100944",1,2,0,0
2017100032445,17/06/2017 07:16:00,17/06/2017 07:59:00,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Abastecimento de Água a entidades privadas,Encerrada,LEIRIA,PORTO DE MÓS,Mira de Aire,MIRA DE AIRE,"39,54162598","-8,7100944",1,2,0,0
2017130091120,17/06/2017 04:07:00,17/06/2017 04:50:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Encerrada,PORTO,PORTO,"Aldoar, Foz do Douro e Nevogilde",NEVOGILDE,"41,1636848","-8,675265758",1,2,0,0
2017130091115,17/06/2017 03:12:00,17/06/2017 04:25:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória",BOAVISTA,"41,16388432","-8,631182028",1,2,0,0
2017100032810,18/06/2017 22:39:00,,Riscos Mistos / Incêndios Rurais / Mato,Despacho de 1º Alerta,LEIRIA,PORTO DE MÓS,São Bento,Paiã,"39,488334","-8,739875",2,7,0,0
2017130092207,18/06/2017 22:21:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Despacho de 1º Alerta,PORTO,PORTO,Lordelo do Ouro e Massarelos,LORDELO DO OURO,"41,15298465","-8,65254272",1,2,0,0
2017130092172,18/06/2017 21:03:00,18/06/2017 22:31:36,Protecção e Assistência a Pessoas e Bens / Intervenção em conflitos legais / Agressão/Violação,Encerrada,PORTO,PORTO,Ramalde,RAMALDE,"41,168297","-8,651472",2,4,0,0
2017130092150,18/06/2017 20:19:00,,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Prevenção a actividades de lazer,Despacho de 1º Alerta,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória",CÂMARA MUNICIPAL DO PORTO,"41,14956395","-8,610822318",1,3,0,0
2017130092113,18/06/2017 18:27:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Chegada ao TO,PORTO,PORTO,"Aldoar, Foz do Douro e Nevogilde",ALDOAR,"41,16818112","-8,676494475",0,0,0,0
2017130092097,18/06/2017 17:36:00,,Riscos Tecnológicos / Incêndios Urbanos ou em Área Urbanizável / Habitacional,Em Resolução,PORTO,PORTO,"Aldoar, Foz do Douro e Nevogilde",FOZ DO DOURO,"41,152891","-8,672794",4,18,0,0
2017130092080,18/06/2017 17:15:00,,Riscos Mistos / Incêndios em Detritos / Detritos não confinados,Conclusão,PORTO,PORTO,"Aldoar, Foz do Douro e Nevogilde",FOZ DO DOURO,"41,152891","-8,672794",1,5,0,0
2017130092047,18/06/2017 16:07:00,18/06/2017 17:50:00,Protecção e Assistência a Pessoas e Bens / Intervenção em conflitos legais / Remoção e/ou Transporte de cadáver,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória",santo ildefonso,"41,15359","-8,615939",1,2,0,0
2017100032753,18/06/2017 14:45:00,,Riscos Mistos / Incêndios Rurais / Mato,Conclusão,LEIRIA,PORTO DE MÓS,São Bento,Pia Carneira,"39,485388","-8,738048",9,28,0,0
2017100032719,18/06/2017 10:46:00,,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Abastecimento de Água a entidades privadas,Despacho de 1º Alerta,LEIRIA,PORTO DE MÓS,Mira de Aire,MIRA DE AIRE,"39,54162598","-8,7100944",1,2,0,0
2017130091827,18/06/2017 09:23:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Chegada ao TO,PORTO,PORTO,Ramalde,RAMALDE,"41,16829671","-8,651472333",0,0,0,0
2017130091810,18/06/2017 08:59:00,18/06/2017 13:00:00,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Prevenção a actividades de lazer,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória","CEDOFEITA, SANTO ILDEFONSO, SÉ, MIRAGAIA","41,15359026","-8,61593911",3,7,0,0
2017130092736,19/06/2017 19:50:00,,Riscos Tecnológicos / Acidentes / Colisão rodoviária,Em Curso,PORTO,PORTO,Campanhã,CAMPANHA,"41,154223","-8,571543",1,3,0,0
2017100032988,19/06/2017 19:38:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Despacho de 1º Alerta,LEIRIA,PORTO DE MÓS,Mira de Aire,MIRA DE AIRE,"39,54162598","-8,7100944",1,2,0,0
2017100032908,19/06/2017 12:10:00,,Riscos Mistos / Incêndios Rurais / Mato,Vigilância,LEIRIA,PORTO DE MÓS,São Bento,SÃO BENTO,"39,485805","-8,739062",0,0,0,0
2017130093407,20/06/2017 23:29:00,21/06/2017 00:50:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Encerrada,PORTO,PORTO,Bonfim,BONFIM,"41,15171267","-8,596118687",1,3,0,0
2017130093361,20/06/2017 21:34:00,20/06/2017 22:30:00,Riscos Mistos / Incêndios em Detritos / Detritos não confinados,Encerrada,PORTO,PORTO,Campanhã,CAMPANHA,"41,154223","-8,571543",2,7,0,0
2017100033166,20/06/2017 18:32:00,20/06/2017 20:20:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,LEIRIA,PORTO DE MÓS,Alqueidão da Serra,ALQUEIDÃO DA SERRA,"39,61690344","-8,781756623",1,2,0,0
2017130093252,20/06/2017 17:54:00,20/06/2017 19:02:00,Protecção e Assistência a Pessoas e Bens / Intervenção em conflitos legais / Agressão/Violação,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória",Santo Ildefonso,"41,15359","-8,615939",1,3,0,0
2017130093117,20/06/2017 14:10:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Despacho de 1º Alerta,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória","CEDOFEITA, SANTO ILDEFONSO, SÉ, MIRAGAIA","41,15359026","-8,61593911",1,3,0,0
2017100033113,20/06/2017 13:33:00,20/06/2017 16:14:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Pré-Afogamento,Encerrada,LEIRIA,PORTO DE MÓS,Arrimal e Mendiga,Cabeça Veada,"39,48039","-8,867653",3,7,0,0
2017130093078,20/06/2017 13:19:00,20/06/2017 14:03:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,"Aldoar, Foz do Douro e Nevogilde",ALDOAR,"41,16818112","-8,676494475",1,2,0,0
2017130092861,20/06/2017 02:47:00,,Riscos Tecnológicos / Acidentes / Despiste,Despacho de 1º Alerta,PORTO,PORTO,Ramalde,RAMALDE,"41,168297","-8,651472",1,2,0,0
2017130094015,21/06/2017 23:30:00,22/06/2017 01:05:00,Protecção e Assistência a Pessoas e Bens / Intervenção em conflitos legais / Remoção e/ou Transporte de cadáver,Encerrada,PORTO,PORTO,Bonfim,BONFIM,"41,150542","-8,591769",1,2,0,0
2017130093944,21/06/2017 20:40:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Despacho de 1º Alerta,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória","CEDOFEITA, SANTO ILDEFONSO, SÉ, MIRAGAIA","41,15359026","-8,61593911",1,2,0,0
2017100033293,21/06/2017 10:42:00,21/06/2017 13:03:00,Riscos Mistos / Incêndios Rurais / Povoamento Florestal,Falso Alarme,LEIRIA,PORTO DE MÓS,Porto de Mós - São João Baptista e São Pedro,Corredoura,"39,598558","-8,838632",1,5,0,0
2017130093473,21/06/2017 04:40:00,21/06/2017 05:43:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória","CEDOFEITA, SANTO ILDEFONSO, SÉ, MIRAGAIA","41,15359026","-8,61593911",1,3,0,0
2017100033589,22/06/2017 23:23:00,,Riscos Tecnológicos / Incêndios em Transportes / Rodoviário,Vigilância,LEIRIA,PORTO DE MÓS,Calvaria de Cima,CALVARIA,"39,642544","-8,862378",2,10,0,0
2017130094591,22/06/2017 22:19:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Despacho de 1º Alerta,PORTO,PORTO,Campanhã,CAMPANHÃ,"41,15863665","-8,575994389",1,2,0,0
2017130094536,22/06/2017 20:35:00,22/06/2017 21:40:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória","CEDOFEITA, SANTO ILDEFONSO, SÉ, MIRAGAIA","41,15359026","-8,61593911",1,2,0,0
2017130094537,22/06/2017 19:34:00,22/06/2017 21:19:06,Protecção e Assistência a Pessoas e Bens / Intervenção em conflitos legais / Agressão/Violação,Encerrada,PORTO,PORTO,Bonfim,BONFIM,"41,150542","-8,591769",1,2,0,0
2017130094428,22/06/2017 17:12:00,22/06/2017 21:08:45,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,Paranhos,R SÃO VERISSIMO NRº 185 ( CAFÉ VERISSIMO),"41,17424752","-8,604253745",0,0,0,0
2017130094231,22/06/2017 11:36:00,22/06/2017 12:30:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória",CÂMARA MUNICIPAL DO PORTO,"41,14956395","-8,610822318",1,2,0,0
2017130094235,22/06/2017 10:26:00,22/06/2017 12:51:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,Ramalde,RAMALDE,"41,17138973","-8,642921512",1,2,0,0
2017130095132,23/06/2017 20:52:00,23/06/2017 22:01:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória",R CLÉRIGOS VIA PÚBLICA,"41,15359026","-8,61593911",1,2,0,0
2017130095103,23/06/2017 20:10:00,24/06/2017 00:24:00,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Prevenção a actividades de lazer,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória","CEDOFEITA, SANTO ILDEFONSO, SÉ, MIRAGAIA","41,15359026","-8,61593911",1,2,0,0
2017130095112,23/06/2017 19:58:00,23/06/2017 20:52:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória",R CLÉRIGOS VIA PÚBLICA,"41,15359026","-8,61593911",1,2,0,0
2017130095094,23/06/2017 19:41:00,,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Prevenção a actividades de lazer,Despacho,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória","CEDOFEITA, SANTO ILDEFONSO, SÉ, MIRAGAIA","41,15359026","-8,61593911",2,8,0,0
2017100033734,23/06/2017 19:05:00,,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Abastecimento de Água a entidades privadas,Despacho de 1º Alerta,LEIRIA,PORTO DE MÓS,Porto de Mós - São João Baptista e São Pedro,PORTO DE MÓS - SÃO JOÃO BAPTISTA E SÃO P,"39,60414354","-8,823530968",1,2,0,0
2017100033624,23/06/2017 09:27:00,,Riscos Mistos / Incêndios Rurais / Consolidação de Rescaldo,Vigilância,LEIRIA,PORTO DE MÓS,São Bento,Paiã,"39,488334","-8,739875",3,6,0,0
2017130094673,23/06/2017 03:50:00,23/06/2017 05:00:00,Riscos Tecnológicos / Acidentes / Colisão rodoviária,Encerrada,PORTO,PORTO,Ramalde,RAMALDE,"41,179259","-8,629567",1,2,0,0
2017130094658,23/06/2017 01:52:00,23/06/2017 03:28:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Queimadura,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória","CEDOFEITA, SANTO ILDEFONSO, SÉ, MIRAGAIA","41,15359026","-8,61593911",2,5,0,0
2017130095780,24/06/2017 20:58:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Despacho de 1º Alerta,PORTO,PORTO,"Aldoar, Foz do Douro e Nevogilde",FOZ DO DOURO,"41,15289134","-8,672794034",1,2,0,0
2017100033952,24/06/2017 20:43:00,24/06/2017 22:35:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,LEIRIA,PORTO DE MÓS,Serro Ventoso,SERRO VENTOSO,"39,55898058","-8,830085165",1,4,0,0
2017130095766,24/06/2017 20:28:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Despacho de 1º Alerta,PORTO,PORTO,Campanhã,CAMPANHÃ,"41,15863665","-8,575994389",1,2,0,0
2017100033873,24/06/2017 14:49:00,24/06/2017 16:43:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Encerrada,LEIRIA,PORTO DE MÓS,Mira de Aire,MIRA DE AIRE,"39,54162598","-8,7100944",1,2,0,0
2017130095561,24/06/2017 13:26:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Despacho de 1º Alerta,PORTO,PORTO,Ramalde,RAMALDE,"41,16829671","-8,651472333",1,2,0,0
2017100033835,24/06/2017 10:41:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Despacho de 1º Alerta,LEIRIA,PORTO DE MÓS,Mira de Aire,MIRA DE AIRE,"39,54162598","-8,7100944",1,2,0,0
2017100033812,24/06/2017 09:25:00,24/06/2017 13:03:00,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Abastecimento de Água a entidades privadas,Encerrada,LEIRIA,PORTO DE MÓS,Mira de Aire,SAO BENTO,"39,54587899","-8,717538754",1,2,0,0
2017100033795,24/06/2017 07:30:00,24/06/2017 11:05:00,Protecção e Assistência a Pessoas e Bens / Intervenção em conflitos legais / Suicídio/Homicídio consumado,Encerrada,LEIRIA,PORTO DE MÓS,São Bento,SÃO BENTO,"39,52769","-8,790228",3,6,0,0
2017130095355,24/06/2017 06:30:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Despacho de 1º Alerta,PORTO,PORTO,Ramalde,ESTAÇAO DE METRO DE CAMPANHÃ,"41,17138973","-8,642921512",1,2,0,0
2017130095343,24/06/2017 05:38:00,24/06/2017 06:40:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória","CEDOFEITA, SANTO ILDEFONSO, SÉ, MIRAGAIA","41,15359026","-8,61593911",1,2,0,0
2017130095382,24/06/2017 04:57:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Despacho,PORTO,PORTO,Bonfim,RUA SANTOS POUSADA,"41,15171267","-8,596118687",0,0,0,0
2017130095328,24/06/2017 04:38:00,,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Prevenção a actividades de lazer,Chegada ao TO,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória","CEDOFEITA, SANTO ILDEFONSO, SÉ, MIRAGAIA","41,15359026","-8,61593911",0,0,0,0
2017130095352,24/06/2017 04:30:00,24/06/2017 04:55:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória",CLÉRIGOS,"41,14592738","-8,619134071",1,2,0,0
2017130095380,24/06/2017 04:24:00,24/06/2017 05:00:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória",CÂMARA MUNICIPAL DO PORTO,"41,14956395","-8,610822318",1,2,0,0
2017130095359,24/06/2017 03:59:00,24/06/2017 04:24:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória",CÂMARA MUNICIPAL DO PORTO,"41,14956395","-8,610822318",1,2,0,0
2017130095324,24/06/2017 03:47:00,24/06/2017 04:00:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Encerrada,PORTO,PORTO,Ramalde,RUA DAS CARMELITAS,"41,17138973","-8,642921512",1,2,0,0
2017130095321,24/06/2017 03:30:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Chegada ao TO,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória","CEDOFEITA, SANTO ILDEFONSO, SÉ, MIRAGAIA","41,15359026","-8,61593911",0,0,0,0
2017130095303,24/06/2017 02:41:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Despacho,PORTO,PORTO,Ramalde,RUA do PASSEIO ALEGRE,"41,17138973","-8,642921512",0,0,0,0
2017130095297,24/06/2017 02:30:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Chegada ao TO,PORTO,PORTO,Lordelo do Ouro e Massarelos,BOAVISTA,"41,15576001","-8,63588578",0,0,0,0
2017130095289,24/06/2017 02:25:00,24/06/2017 03:30:00,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Prevenção a actividades de lazer,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória","CEDOFEITA, SANTO ILDEFONSO, SÉ, MIRAGAIA","41,15359026","-8,61593911",1,2,0,0
2017130095292,24/06/2017 02:24:00,24/06/2017 03:55:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória","CEDOFEITA, SANTO ILDEFONSO, SÉ, MIRAGAIA","41,15359026","-8,61593911",1,2,0,0
2017130095258,24/06/2017 00:42:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Conclusão,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória","CEDOFEITA, SANTO ILDEFONSO, SÉ, MIRAGAIA","41,15359026","-8,61593911",0,0,0,0
2017130096193,25/06/2017 16:10:00,25/06/2017 17:27:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,"Aldoar, Foz do Douro e Nevogilde",NEVOGILDE,"41,1636848","-8,675265758",1,2,0,0
2017130096089,25/06/2017 12:27:00,25/06/2017 12:30:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,Campanhã,CAMPANHÃ,"41,15863665","-8,575994389",1,2,0,0
2017130096086,25/06/2017 12:14:00,25/06/2017 14:10:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,Campanhã,CAMPANHA,"41,15422269","-8,571542518",1,2,0,0
2017130096067,25/06/2017 11:24:00,25/06/2017 12:13:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,Ramalde,RAMALDE,"41,16829671","-8,651472333",1,2,0,0
2017130096915,26/06/2017 21:00:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Despacho de 1º Alerta,PORTO,PORTO,Ramalde,RAMALDE,"41,16829671","-8,651472333",1,2,0,0
2017130096908,26/06/2017 20:43:00,26/06/2017 21:20:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Encerrada,PORTO,PORTO,Bonfim,BONFIM,"41,15171267","-8,596118687",1,2,0,0
2017100034327,26/06/2017 19:34:00,26/06/2017 21:10:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,LEIRIA,PORTO DE MÓS,Porto de Mós - São João Baptista e São Pedro,PORTO DE MÓS,"39,599598","-8,815358",1,2,0,0
2017130096748,26/06/2017 15:05:00,26/06/2017 16:33:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,Ramalde,RAMALDE,"41,16829671","-8,651472333",1,2,0,0
2017130096660,26/06/2017 13:40:00,,Riscos Mistos / Incêndios em Detritos / Detritos não confinados,Despacho de 1º Alerta,PORTO,PORTO,Campanhã,CAMPANHA,"41,154223","-8,571543",3,11,0,0
2017130096422,26/06/2017 01:33:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Despacho de 1º Alerta,PORTO,PORTO,Ramalde,RAMALDE,"41,16829671","-8,651472333",1,2,0,0
2017100034537,27/06/2017 21:26:00,,Riscos Mistos / Incêndios Rurais / Mato,Conclusão,LEIRIA,PORTO DE MÓS,Juncal,Juncal,"39,606093","-8,918647",5,18,0,0
2017130097380,27/06/2017 18:50:00,27/06/2017 21:25:00,Protecção e Assistência a Pessoas e Bens / Intervenção em conflitos legais / Remoção e/ou Transporte de cadáver,Encerrada,PORTO,PORTO,Campanhã,Freixo,"41,142485","-8,579802",1,2,0,0
2017100034504,27/06/2017 17:13:00,27/06/2017 18:45:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,LEIRIA,PORTO DE MÓS,Porto de Mós - São João Baptista e São Pedro,PORTO DE MÓS - SÃO JOÃO BAPTISTA E SÃO P,"39,60414354","-8,823530968",1,2,0,0
2017130097151,27/06/2017 11:03:00,27/06/2017 12:37:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,Ramalde,RAMALDE,"41,16829671","-8,651472333",1,2,0,0
2017130097027,27/06/2017 03:44:00,27/06/2017 04:43:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Encerrada,PORTO,PORTO,Ramalde,R PINHEIRO MANSO NRº 817 6º ESQ FRENTE,"41,17138973","-8,642921512",1,2,0,0
